flag;nps
sub;-1
sub;-1
sub;1
sub;-1
sub;0
sub;-1
sub;0
sub;-1
sub;0
sub;0
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;0
sub;1
sub;-1
sub;1
sub;-1
sub;0
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;0
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;0
sub;-1
sub;0
sub;-1
sub;0
sub;1
sub;0
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;0
sub;1
sub;-1
sub;0
sub;-1
sub;0
sub;1
sub;1
sub;1
sub;-1
sub;0
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;-1
sub;-1
sub;0
sub;1
sub;-1
sub;0
sub;1
sub;-1
sub;0
sub;1
sub;-1
sub;1
sub;0
sub;1
sub;0
sub;0
sub;-1
sub;0
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;0
sub;-1
sub;1
sub;1
sub;0
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;0
sub;1
sub;0
sub;1
sub;1
sub;1
sub;0
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;-1
sub;0
sub;1
sub;-1
sub;0
sub;1
sub;1
sub;-1
sub;0
sub;0
sub;1
sub;1
sub;1
sub;1
sub;0
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;-1
sub;0
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;0
sub;0
sub;1
sub;0
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;0
sub;-1
sub;-1
sub;-1
sub;1
sub;0
sub;-1
sub;1
sub;1
sub;0
sub;1
sub;-1
sub;-1
sub;-1
sub;-1
sub;1
sub;-1
sub;0
sub;1
sub;1
sub;-1
sub;0
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;0
sub;1
sub;1
sub;1
sub;0
sub;-1
sub;0
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;-1
sub;0
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;0
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;0
sub;-1
sub;0
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;0
sub;0
sub;1
sub;0
sub;-1
sub;0
sub;0
sub;1
sub;1
sub;0
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;0
sub;0
sub;0
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;-1
sub;-1
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;-1
sub;0
sub;1
sub;0
sub;1
sub;1
sub;0
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;0
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;-1
sub;-1
sub;0
sub;1
sub;-1
sub;1
sub;-1
sub;-1
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;0
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;0
sub;1
sub;1
sub;0
sub;-1
sub;-1
sub;1
sub;1
sub;0
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;0
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;0
sub;-1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;0
sub;0
sub;1
sub;1
sub;0
sub;1
sub;0
sub;1
sub;-1
sub;1
sub;1
sub;0
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;0
sub;-1
sub;1
sub;0
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;-1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;0
sub;0
sub;0
sub;1
sub;-1
sub;-1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;-1
sub;-1
sub;0
sub;1
sub;-1
sub;1
sub;0
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;0
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;0
sub;1
sub;0
sub;1
sub;-1
sub;0
sub;-1
sub;1
sub;1
sub;0
sub;0
sub;-1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;0
sub;1
sub;0
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;0
sub;1
sub;0
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;-1
sub;1
sub;0
sub;1
sub;0
sub;-1
sub;-1
sub;1
sub;-1
sub;1
sub;0
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;0
sub;-1
sub;1
sub;-1
sub;0
sub;0
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;0
sub;-1
sub;1
sub;1
sub;1
sub;0
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;0
sub;-1
sub;1
sub;1
sub;0
sub;-1
sub;-1
sub;-1
sub;0
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;0
sub;-1
sub;-1
sub;-1
sub;0
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;0
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;0
sub;-1
sub;1
sub;1
sub;1
sub;0
sub;1
sub;1
sub;1
sub;-1
sub;0
sub;-1
sub;0
sub;0
sub;-1
sub;0
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;0
sub;0
sub;1
sub;1
sub;-1
sub;0
sub;1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;-1
sub;-1
sub;-1
sub;0
sub;-1
sub;1
sub;0
sub;-1
sub;-1
sub;0
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;0
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;0
sub;1
sub;-1
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;0
sub;-1
sub;1
sub;1
sub;0
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;0
sub;0
sub;0
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;0
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;0
sub;0
sub;0
sub;-1
sub;1
sub;-1
sub;-1
sub;0
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;0
sub;0
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;0
sub;1
sub;0
sub;-1
sub;1
sub;1
sub;-1
sub;-1
sub;-1
sub;-1
sub;1
sub;0
sub;0
sub;1
sub;1
sub;1
sub;0
sub;1
sub;-1
sub;0
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;0
sub;-1
sub;1
sub;0
sub;0
sub;-1
sub;0
sub;-1
sub;-1
sub;0
sub;1
sub;1
sub;1
sub;0
sub;1
sub;1
sub;1
sub;1
sub;0
sub;1
sub;0
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;0
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;0
sub;0
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;0
sub;0
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;0
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;0
sub;0
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;0
sub;1
sub;-1
sub;-1
sub;0
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;-1
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;-1
sub;-1
sub;1
sub;1
sub;-1
sub;0
sub;1
sub;0
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;0
sub;-1
sub;0
sub;-1
sub;-1
sub;-1
sub;1
sub;-1
sub;0
sub;1
sub;1
sub;-1
sub;1
sub;0
sub;-1
sub;0
sub;0
sub;1
sub;-1
sub;-1
sub;-1
sub;-1
sub;1
sub;-1
sub;-1
sub;-1
sub;-1
sub;0
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;0
sub;1
sub;1
sub;1
sub;-1
sub;0
sub;1
sub;-1
sub;0
sub;0
sub;0
sub;0
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;-1
sub;1
sub;0
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;-1
sub;0
sub;-1
sub;-1
sub;1
sub;1
sub;0
sub;0
sub;-1
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;1
sub;0
sub;1
sub;0
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;-1
sub;1
sub;0
sub;-1
sub;-1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;-1
sub;-1
sub;-1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;-1
sub;1
sub;0
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;0
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;0
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;-1
sub;0
sub;0
sub;-1
sub;1
sub;1
sub;0
sub;1
sub;1
sub;1
sub;1
sub;1
sub;0
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;0
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;0
sub;-1
sub;1
sub;0
sub;-1
sub;0
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;0
sub;0
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;0
sub;1
sub;1
sub;1
sub;0
sub;0
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;-1
sub;0
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;-1
sub;1
sub;0
sub;-1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;0
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;0
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;1
sub;0
sub;-1
sub;1
sub;-1
sub;-1
sub;0
sub;-1
sub;-1
sub;-1
sub;-1
sub;1
sub;-1
sub;-1
sub;-1
sub;1
sub;0
sub;-1
sub;-1
sub;0
sub;1
sub;1
sub;0
sub;1
sub;0
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;0
sub;-1
sub;-1
sub;-1
sub;1
sub;1
sub;-1
sub;-1
sub;0
sub;1
sub;-1
sub;-1
sub;-1
sub;0
sub;1
sub;1
sub;1
sub;1
sub;1
sub;0
sub;-1
sub;1
sub;0
sub;0
sub;1
sub;1
sub;0
sub;0
sub;1
sub;0
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;0
sub;1
sub;1
sub;1
sub;1
sub;0
sub;1
sub;1
sub;0
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;0
sub;0
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;0
sub;-1
sub;-1
sub;1
sub;0
sub;-1
sub;0
sub;-1
sub;-1
sub;-1
sub;1
sub;0
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;0
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;-1
sub;-1
sub;1
sub;1
sub;-1
sub;-1
sub;-1
sub;1
sub;-1
sub;0
sub;1
sub;-1
sub;-1
sub;-1
sub;1
sub;-1
sub;1
sub;-1
sub;0
sub;-1
sub;1
sub;1
sub;-1
sub;0
sub;-1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;0
sub;1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;0
sub;-1
sub;1
sub;1
sub;0
sub;1
sub;-1
sub;1
sub;1
sub;0
sub;1
sub;-1
sub;1
sub;1
sub;0
sub;0
sub;1
sub;1
sub;0
sub;0
sub;0
sub;1
sub;-1
sub;0
sub;1
sub;0
sub;1
sub;0
sub;-1
sub;1
sub;1
sub;-1
sub;0
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;0
sub;-1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;-1
sub;-1
sub;0
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;1
sub;-1
sub;1
sub;-1
sub;-1
sub;1
sub;0
sub;1
sub;1
sub;1
sub;0
sub;0
sub;1
sub;1
sub;0
sub;1
sub;1
sub;1
sub;1
sub;1
sub;1
sub;-1
sub;-1
sub;-1
sub;-1
sub;-1
sub;1
